probe_id	chromosome	probe_location	gene_id
cg14063673	X	52387147	XAGE2
cg14066280	19	52430533	ZNF613
cg14069619	17	8275273	LOC124751
cg14070162	17	40575582	PTRF
cg14070647	8	109095264	RSPO2
cg14072120	22	37640402	RAC2
cg14074117	16	1909714	MGC35212
cg14074431	19	40697804	MAP3K10
cg14074641	16	48181753	ABCC12
cg14076161	12	11463379	PRB4
cg14076411	6	89673710	RNGTT
cg14078309	22	43539574	MT
cg14078518	4	80329284	GK2
cg14079785	8	22018896	SFTPC
cg14080001	15	75940555	SH3PX3
cg14081015	5	96519003	RIOK2
cg14083376	14	104388097	C14orf2
cg14084176	X	44401762	FUNDC1
cg14085328	1	200639502	DDX59
cg14086033	11	61559821	FEN1
cg14086122	12	123921793	MGC7036
cg14086647	22	31608022	LIMK2
cg14087150	17	39316639	KRTAP4-4
cg14088161	7	100255043	ACTL6B
cg14088811	11	47399994	SPI1
cg14089692	20	3662546	ADAM33
cg14091223	2	220144326	DNAJB2
cg14091657	9	139097876	LHX3
cg14093125	19	51308034	MGC13170
cg14093368	7	72936880	BAZ1B
cg14093936	15	74726614	SEMA7A
cg14094063	7	140624470	BRAF
cg14094960	7	55086890	EGFR
cg14095850	21	45196584	CSTB
cg14098132	14	54976507	CGRRF1
cg14099017	17	11923960	MAP2K4
cg14100184	16	851298	GNG13
cg14100578	17	4842919	RNF167
cg14101501	2	62932430	EHBP1
cg14102807	16	28943677	CD19
cg14104257	5	150827447	SLC36A1
cg14105047	4	95372810	PDLIM5
cg14105781	X	9433597	TBL1X
cg14106085	1	47902269	FOXD2
cg14106263	X	129535683	RBMX2
cg14106308	3	157217286	VEPH1
cg14106632	19	7895393	EVI5L
cg14107638	X	151286380	MAGEA5
cg14108384	1	165738434	TMCO1
cg14108394	12	62997291	C12orf61
cg14112945	19	55851323	SUV420H2
cg14114267	2	174831503	SP3
cg14115004	17	37793212	STARD3
cg14115346	6	3118207	BPHL
cg14116122	12	85673884	CART1
cg14116596	7	139528673	TBXAS1
cg14117297	19	4301870	MGC23244
cg14118546	18	29523417	KIAA1012
cg14119236	12	4489075	FGF23
cg14119774	5	76788060	WDR41
cg14120336	2	44001158	DYNC2LI1
cg14120436	15	52483498	GNB5
cg14120784	7	73867457	GTF2IRD1
cg14120879	8	7344638	DEFB105A
cg14121103	3	43731973	ABHD5
cg14123992	19	45407868	APOE
cg14125250	19	18263590	PIK3R2
cg14126210	2	47142867	MCFD2
cg14127336	14	96180319	TCL1A
cg14127659	22	38350784	C22orf23
cg14127958	12	105630059	DIP13B
cg14129103	16	12609068	LOC92017
cg14129786	10	131321947	MGMT
cg14131445	16	31519964	C16orf58
cg14132995	X	48769370	SLC35A2
cg14133708	18	2846834	EMILIN2
cg14134005	8	11563042	GATA4
cg14134153	5	172386668	RPL26L1
cg14135551	6	39760416	DAAM2
cg14137939	11	85397109	FLJ38159
cg14138171	2	175261646	CIR
cg14139633	9	131103210	SLC27A4
cg14141399	19	52228048	HAS1
cg14142521	6	34855408	TAF11
cg14143055	8	24240597	ADAMDEC1
cg14144305	11	44325960	ALX4
cg14145194	19	10450022	ICAM3
cg14145762	11	111945650	FLJ10726
cg14147105	19	17531148	LOC93343
cg14149007	19	47219555	PRKD2
cg14150666	2	218991310	IL8RB
cg14153740	7	141957702	TRY1
cg14154330	17	43503401	ARHGAP27
cg14155397	15	66678782	MAP2K1
cg14155416	18	6414330	L3MBTL4
cg14155482	1	151171082	PIP5K1A
cg14156381	19	8212675	FBN3
cg14159672	1	205819179	FLJ32569
cg14159818	20	3749519	C20orf27
cg14159894	20	11872261	BTBD3
cg14161241	6	144329909	PLAGL1
cg14161426	5	96143592	ARTS-1
cg14161730	X	47441290	TIMP1
cg14161885	1	148560976	NBPF15
cg14162076	12	8665092	CLEC4D
cg14163776	3	195164580	CENTB2
cg14165663	17	74070269	GALR2
cg14166009	19	37825309	HKR1
cg14167017	9	34178925	UBAP1
cg14167596	4	4862910	MSX1
cg14168975	X	55057838	ALAS2
cg14170423	11	64513809	RASGRP2
cg14171478	14	76618642	C14orf118
cg14171523	1	156163644	KIAA0446
cg14171882	7	48019441	HUS1
cg14172532	2	242447907	STK25
cg14173523	19	5871035	FUT5
cg14173613	4	41937393	TMEM33
cg14173969	17	72541932	CD300C
cg14174099	14	70655862	SLC8A3
cg14175438	7	121036729	FAM3C
cg14175580	1	200709051	CAMSAP1L1
cg14175593	10	99257444	MMS19L
cg14176475	9	135282081	TTF1
cg14176836	16	30484218	ITGAL
cg14178895	6	11778902	C6orf105
cg14178991	4	76440699	RCHY1
cg14179628	X	102584953	TCEAL7
cg14181391	20	33265182	CDC91L1
cg14181459	5	135468353	SMAD5
cg14182690	1	25290947	RUNX3
cg14183455	1	31196733	MATN1
cg14184817	19	45737483	XTP7
cg14186071	X	30993102	TAB3
cg14186992	1	6639570	HKR3
cg14187678	2	162272687	TBR1
cg14188111	1	153608034	S100A13
cg14188232	15	68724065	ITGA11
cg14189571	4	188916943	ZFP42
cg14189614	5	33984660	SLC45A2
cg14191109	10	70287438	SLC25A16
cg14191360	7	116311773	MET
cg14195915	1	29507864	SFRS4
cg14196211	17	79670206	MRPL12
cg14196790	5	131705035	SLC22A5
cg14197923	4	81187906	FGF5
cg14198172	1	110950618	HBXIP
cg14201417	9	136400057	ADAMTSL2
cg14201617	2	47382452	FLJ40172
cg14203179	20	57430663	GNAS
cg14203758	19	14247374	ASF1B
cg14204735	17	61524304	CYB561
cg14204791	21	44394797	PKNOX1
cg14204992	6	37787312	ZFAND3
cg14205126	11	8985648	TMEM9B
cg14206730	1	67519677	SLC35D1
cg14209518	11	114166636	NNMT
cg14209569	15	75628553	COMMD4
cg14209870	7	141489394	TAS2R5
cg14211646	1	26758996	DHDDS
cg14212314	2	198364789	HSPD1
cg14213620	1	3773909	DFFB
cg14213992	19	40503358	ZNF546
cg14217102	2	65357592	RAB1A
cg14217157	4	2011877	WHSC2
cg14217534	12	49525474	K-ALPHA-1
cg14218343	10	44144641	ZNF32
cg14221171	7	97361759	TAC1
cg14221831	16	66952714	CDH16
cg14222233	10	6245271	PFKFB3
cg14223017	19	2151266	AP3D1
cg14223444	9	100394496	NCBP1
cg14223995	4	141489799	UCP1
cg14225485	2	14772568	FAM84A
cg14225544	5	57755798	PLK2
cg14226064	20	44006560	C20orf10
cg14228238	3	168864123	EVI1
cg14228840	6	31371488	MICA
cg14230133	X	148587055	IDS
cg14230685	9	91004214	SPIN
cg14234680	8	57905925	IMPAD1
cg14236389	20	58631038	FLJ33860
cg14236602	21	45720651	PFKL
cg14237152	17	25957777	LGALS9
cg14238120	1	22328026	ELA3A
cg14242042	12	24715250	SOX5
cg14242091	22	22337171	TOP3B
cg14243026	5	173472698	HMP19
cg14244577	16	70332878	DDX19B
cg14246617	3	69788840	MITF
cg14249872	1	233749672	KCNK1
cg14251536	20	13765341	C20orf6
cg14252059	11	120973274	TECTA
cg14252569	14	59104316	DACT1
cg14254380	1	85527879	WDR63
cg14254419	1	110162217	AMPD2
cg14255089	10	180755	ZMYND11
cg14256699	17	41836026	SOST
cg14256814	1	166808417	POGK
cg14258236	6	29323330	OR5V1
cg14260458	7	97620123	OCM
cg14260643	7	99277394	CYP3A5
cg14260918	X	46306533	ZNF673
cg14261309	1	53164287	C1orf163
cg14261863	20	45035638	ELMO2
cg14262937	6	154360351	OPRM1
cg14264994	20	56099548	CTCFL
cg14265075	1	157016521	ARHGEF11
cg14265670	7	48128300	UPP1
cg14267151	6	8066098	MUTED
cg14269477	7	142630597	TRPV5
cg14269514	1	151736130	MRPL9
cg14271400	1	23036980	EPHB2
cg14271499	19	2785891	THOP1
cg14271690	20	37209999	SMAF1
cg14271908	10	60144732	TFAM
cg14272175	3	58318960	PXK
cg14272706	2	202216039	ALS2CR12
cg14275779	17	40830236	PLEKHH3
cg14277764	5	70671764	PMCHL2
cg14277848	1	156570825	GPATC4
cg14279899	6	137540774	IFNGR1
cg14281160	12	66524943	C12orf31
cg14281165	9	35096257	PIGO
cg14282941	14	50100316	C14orf104
cg14283939	15	72020908	THSD4
cg14284171	X	48270901	SSX4
cg14284643	6	30524853	GNL1
cg14285013	8	67526270	MYBL1
cg14287603	2	120771169	EPB41L5
cg14287742	1	169335773	BLZF1
cg14288464	20	43743301	WFDC5
cg14289461	6	112575929	LAMA4
cg14289511	16	24682446	FLJ45256
cg14289985	19	57018848	ZNF471
cg14290291	2	130940680	FLJ14346
cg14290451	6	35436136	RPL10A
cg14292823	8	144681097	TIGD5
cg14294758	3	116163694	LSAMP
cg14296129	12	56367904	RAB5B
cg14296147	20	18118706	CSRP2BP
cg14296374	16	83841139	HSBP1
cg14297029	22	37607676	SSTR3
cg14297700	16	2022287	TBL3
cg14297876	1	53704016	MAGOH
cg14298379	6	16128926	MYLIP
cg14298726	7	89976216	DKFZP686A10121
cg14298780	19	44506864	ZNF230
cg14298951	10	79793653	RPS24
cg14299177	8	66557547	MTFR1
cg14299800	9	132564053	TOR1B
cg14301635	6	31895203	C2
cg14303330	1	6259905	RPL22
cg14303674	20	31407348	MAPRE1
cg14304761	9	93564149	SYK
cg14306534	6	151712952	ZBTB2
cg14307212	15	34611009	SLC12A6
cg14308291	1	36396265	EIF2C3
cg14308452	19	5784184	MGC24975
cg14309281	17	61700072	MAP3K3
cg14310034	14	54423433	BMP4
cg14310890	6	108881016	FOXO3A
cg14311811	18	29077863	DSG2
cg14312526	3	138665291	FOXL2
cg14313310	1	184006816	GLT25D2
cg14314795	1	55181614	TTC4
cg14314889	17	3336771	OR1E2
cg14315198	17	26879866	UNC119
cg14317651	15	49448126	COPS2
cg14318370	2	113342262	CHCHD5
cg14319409	5	151304409	GLRA1
cg14320796	4	154265537	GAJ
cg14321399	X	55744191	RRAGB
cg14321743	1	20445662	PLA2G2D
cg14322224	1	85931226	DDAH1
cg14323109	4	55991943	KDR
cg14323928	15	31393845	TRPM1
cg14324200	1	861317	SAMD11
cg14324675	6	31554848	LST1
cg14324838	20	34700675	EPB41L1
cg14325649	2	161350625	RBMS1
cg14329157	2	228736135	WDR69
cg14329976	8	11627812	NEIL2
cg14331163	9	77111663	RORB
cg14332079	8	25316196	CDCA2
cg14333454	1	27189298	SFN
cg14333565	19	5824065	NRTN
cg14334099	7	77166091	PTPN12
cg14336578	8	38243683	LETM2
cg14337900	22	36783947	MYH9
cg14338062	12	57883279	ARHGAP9
cg14338548	12	48963631	LALBA
cg14338887	6	42928500	GNMT
cg14341030	12	14956580	C12orf60
cg14341418	6	31624284	APOM
cg14341579	13	110438906	IRS2
cg14343062	10	50746568	ERCC6
cg14343107	15	40453695	BUB1B
cg14343711	1	51425276	FAF1
cg14345281	X	17393584	NHS
cg14345676	5	175109098	HRH2
cg14345882	6	26364793	BTN3A2
cg14346035	8	94928406	PPM2C
cg14346048	X	34675036	TMEM47
cg14348532	11	14993562	CALCA
cg14349467	12	118574068	PEBP1
cg14350002	9	89562473	GAS1
cg14353162	14	20929766	TMEM55B
cg14353201	11	67448395	ALDH3B2
cg14353516	2	242256053	HDLBP
cg14354749	X	20160069	EIF1AX
cg14356114	X	49592934	PAGE4
cg14356550	1	18808102	KLHDC7A
cg14356946	20	32700496	EIF2S2
cg14358502	3	50337045	NAT6
cg14358709	8	101321928	RNF19
cg14358743	13	114568251	GAS6
cg14360897	17	4843676	RNF167
cg14360917	17	45992122	SP2
cg14363494	6	33176234	RING1
cg14364739	19	50083632	NOSIP
cg14365123	1	2938246	ARPM2
cg14366490	19	17571825	TXNL6
cg14366598	14	23841754	IL17E
cg14367014	2	203735128	ALS2CR14
cg14367344	1	146644336	PRKAB2
cg14368286	X	48931953	PRAF2
cg14370448	16	30103978	TBX6
cg14371329	18	11688011	GNAL
cg14371590	12	58013915	SLC26A10
cg14372394	2	101033546	CHST10
cg14372520	X	65835804	EDA2R
cg14374842	20	37376497	ACTR5
cg14375111	3	14165186	TMEM43
cg14376424	5	156592780	FAM71B
cg14377370	4	17812264	FLJ20280
cg14377593	7	93520183	TFPI2
cg14377791	19	40169912	LOC400696
cg14378057	6	42788563	KIAA0240
cg14378480	1	84864188	DNASE2B
cg14379865	11	88781109	GRM5
cg14380517	21	18985761	BTG3
cg14383135	2	101436923	NPAS2
cg14384532	15	88800624	NTRK3
cg14384940	21	15352790	C21orf81
cg14385738	1	114414340	PTPN22
cg14386061	8	21771446	DOK2
cg14386312	19	58740861	ZNF544
cg14386548	3	48937622	SLC25A20
cg14386691	14	23479657	C14orf93
cg14387505	16	31538946	ERAF
cg14391622	3	124931956	SLC12A8
cg14391855	11	66104174	RIN1
cg14396117	13	109248047	MYR8
cg14399060	2	177015070	HOXD4
cg14399078	3	119298802	ADPRH
cg14399447	19	48613950	PLA2G4C
cg14399656	19	37179536	ZNF567
cg14400118	16	55513191	MMP2
cg14400631	11	14666512	PSMA1
cg14401454	14	21497485	C14orf8
cg14401592	4	156787800	ACCN5
cg14401837	7	34697493	GPR154
cg14401897	19	1174667	KIAA0963
cg14402472	6	29691165	HLA-F
cg14404298	3	42919025	CYP8B1
cg14405589	13	113242289	TUBGCP3
cg14407437	1	31845923	FABP3
cg14407667	1	51985209	EPS15
cg14408969	8	42396118	C8orf40
cg14409083	12	13349724	EMP1
cg14409941	5	178771781	ADAMTS2
cg14409958	8	120651652	ENPP2
cg14414534	9	100286483	TMOD1
cg14414819	6	37225644	C6orf128
cg14415034	3	45730717	SACM1L
cg14415214	11	2950403	PHLDA2
cg14415300	1	149813944	HIST2H2AA
cg14417329	17	80186273	SLC16A3
cg14419187	2	210637094	C2orf21
cg14423778	3	151985433	MBNL1
cg14424111	20	36662310	C20orf77
cg14424530	13	30170129	SLC7A1
cg14424579	2	27274309	FLJ21839
cg14425294	17	7905636	GUCY2D
cg14426525	6	123110598	SMPDL3A
cg14426682	15	79164100	MORF4L1
cg14427173	7	105172403	RINT-1
cg14430111	11	64879374	TM7SF2
cg14430151	4	8440600	FLJ35725
cg14433673	11	73694579	UCP2
cg14434255	10	101419627	ENTPD7
cg14435640	8	41436176	AGPAT6
cg14435807	15	74218780	LOXL1
cg14436426	20	62712394	OPRL1
cg14436761	17	40912963	RAMP2
cg14437986	6	31691035	C6orf25
cg14438174	17	7137923	DVL2
cg14439353	6	8102781	EEF1E1
cg14440664	9	5509642	PDCD1LG2
cg14440934	16	67450691	ZDHHC1
cg14443380	15	74725882	SEMA7A
cg14444244	2	172270326	FLJ13096
cg14444710	16	2587080	PDPK1
cg14445076	12	49488709	DHH
cg14445437	17	26898124	PIGS
cg14446712	2	192712158	SDPR
cg14446808	5	179233589	MGAT4B
cg14448104	20	43933556	MATN4
cg14448116	1	161170110	ADAMTS4
cg14448145	20	62525650	DNAJC5
cg14448864	3	50336673	NAT6
cg14449051	12	85306474	SLC6A15
cg14449575	19	19373743	HAPLN4
cg14450506	7	44614519	DDX56
cg14450605	10	51572496	NCOA4
cg14451276	7	36764019	AOAH
cg14452140	22	30793438	SEC14L2
cg14452392	5	86708659	CCNH
cg14452789	2	70056602	GMCL1
cg14452875	3	23987206	NR1D2
cg14453641	1	100315326	AGL
cg14454278	14	90422626	TDP1
cg14455307	18	60987429	BCL2
cg14455487	1	42800860	FOXJ3
cg14455991	X	41582245	GPR82
cg14456683	3	147127010	ZIC1
cg14457691	X	100740937	ARMCX4
cg14458615	3	118864952	IGSF11
cg14458731	9	131083555	COQ4
cg14458834	17	46655394	HOXB4
cg14460735	1	246728727	C1orf71
cg14461963	10	12111049	DHTKD1
cg14462626	18	3261712	MRLC2
cg14462830	6	123959184	TRDN
cg14463304	12	12965884	DDX47
cg14464791	11	118661599	DDX6
cg14465910	6	43596764	GTPBP2
cg14467840	1	153600972	S100A1
cg14469290	9	116164446	ALAD
cg14470209	3	128598183	ACAD9
cg14471560	2	99225332	UNC50
cg14471615	11	76494102	LRRC54
cg14472601	5	180019112	SCGB3A1
cg14472778	1	11867308	MTHFR
cg14473016	22	35937495	RASD2
cg14473123	8	48921407	UBE2V2
cg14473145	14	38725656	CLEC14A
cg14473924	3	73674170	PDZRN3
cg14474880	1	93544497	MTF2
cg14477619	7	44580881	NPC1L1
cg14479329	6	167370587	RNASET2
cg14480463	7	1543435	INT1
cg14481222	11	102187974	BIRC3
cg14481339	11	128737319	KCNJ1
cg14482322	15	102264062	TARSL2
cg14483391	3	183749227	HTR3D
cg14489649	17	40021376	KLHL11
cg14489884	4	6711592	MRFAP1L1
cg14490250	15	64386181	FAM96A
cg14492347	15	85292323	ZNF592
cg14493899	6	32807374	TAP2
cg14494313	8	18248453	NAT2
cg14494596	3	48542040	SCOTIN
cg14494812	17	48941039	TOB1
cg14495243	12	82752005	CCDC59
cg14496375	19	51872365	MGC33839
cg14498423	3	139653328	CLSTN2
cg14499797	6	21594038	SOX4
cg14500718	1	156251456	TMEM79
cg14501253	8	12809014	FLJ36980
cg14502651	12	11081604	PRH2
cg14506552	1	11918954	NPPB
cg14506668	X	135228853	FHL1
cg14507042	9	139781209	TRAF2
cg14509125	19	47551842	FLJ20512
cg14511156	19	54604124	OSCAR
cg14512008	14	102276078	PPP2R5C
cg14513226	1	212003502	LPGAT1
cg14514226	1	205197651	TMCC2
cg14515483	6	160113813	SOD2
cg14517922	7	65889460	NA
cg14519000	20	61041765	GATA5
cg14519036	10	93558457	TNKS2
cg14519134	3	129261830	H1FOO
cg14519350	22	30661949	OSM
cg14519515	11	67033594	ADRBK1
cg14519525	11	62414275	GANAB
cg14520448	X	48755206	PQBP1
cg14520511	7	91875046	KRIT1
cg14520892	X	24711633	POLA
cg14521746	11	77185492	PAK1
cg14522549	21	45139379	PDXK
cg14523284	5	131993614	IL13
cg14526843	3	122233584	KPNA1
cg14527441	2	27309759	KHK
cg14527802	6	138188823	TNFAIP3
cg14528319	19	14607713	GIPC1
cg14529146	17	39968600	SC65
cg14530801	4	4544016	STX18
cg14532417	17	34807430	TBC1D3
cg14532519	22	42612642	TCF20
cg14532644	18	55253643	FECH
cg14533138	17	39525921	KRTHA3B
cg14534464	7	26191633	NFE2L3
cg14534967	7	73153139	ABHD11
cg14535518	19	35782015	MAG
cg14538332	8	97506180	SDC2
cg14539231	13	43566262	EPSTI1
cg14540150	10	126849760	CTBP2
cg14540297	1	87597473	LOC339524
cg14541311	14	23877130	MYH6
cg14541939	X	119005913	NDUFA1
cg14541950	1	228645704	HIST3H2BB
cg14542238	2	85555574	TGOLN2
cg14542839	11	35547074	DKFZP586H2123
cg14543592	19	50936703	MYBPC2
cg14544583	11	5248566	HBB
cg14545899	1	118149019	FAM46C
cg14546153	20	57090315	FLJ90166
cg14547335	3	10491247	ATP2B2
cg14550007	1	41707370	SCMH1
cg14550066	19	55417500	NCR1
cg14550101	1	155247361	HCN3
cg14550518	3	21792938	ZNF659
cg14550570	1	3712988	LRRC47
cg14552982	9	133568226	EXOSC2
cg14556189	15	67358639	SMAD3
cg14556618	6	160390829	IGF2R
cg14558138	10	92680510	ANKRD1
cg14560064	9	125675653	ZNF482
cg14560895	1	202777719	JARID1B
cg14561282	4	175839468	ADAM29
cg14562990	X	140271626	LDOC1
cg14563260	9	113801320	EDG2
cg14564494	21	37506911	CBR3
cg14566624	1	6321582	GPR153
cg14567401	19	58262147	FLJ38288
cg14568338	15	99191797	IGF1R
cg14569415	2	220363584	GMPPA
cg14570389	X	131351543	RAP2C
cg14571620	12	123717888	FLJ38663
cg14572111	11	61348901	SYT7
cg14572485	17	66244196	AMZ2
cg14576628	19	50180360	PRMT1
cg14576681	2	42588304	COX7A2L
cg14576824	1	213224402	RPS6KC1
cg14577211	12	48744457	ZNF641
cg14578030	11	69591383	FGF4
cg14579051	6	71012852	COL9A1
cg14580567	4	145567271	HHIP
cg14580737	19	19301780	RFXANK
cg14580982	2	10861364	ATP6V1C2
cg14585160	11	46722671	ARHGAP1
cg14586939	4	156130206	NPY2R
cg14587868	14	24732737	TGM1
cg14588638	22	29665400	RHBDD3
cg14590817	10	1779730	ADARB2
cg14592065	17	38209993	THRAP4
cg14592099	5	140593663	PCDHB13
cg14592406	12	121078658	CABP1
cg14594876	20	32031951	SNTA1
cg14596431	17	81009998	B3GNTL1
cg14597908	20	57414960	GNAS
cg14598387	9	125289357	OR1N1
cg14600040	X	132549764	GPC4
cg14600885	5	150040280	MYOZ3
cg14601284	17	37308278	PLXDC1
cg14601560	2	238970191	SCLY
cg14602164	4	175205422	FBXO8
cg14602578	6	90539678	CASP8AP2
cg14602658	3	119182282	TMEM39A
cg14603345	20	11871375	BTBD3
cg14603406	10	104404379	TRIM8
cg14605021	8	16859754	FGF20
cg14605134	1	155036362	EFNA4
cg14606768	5	39365815	C9
cg14607011	10	135171746	C10orf125
cg14607642	1	225617030	LBR
cg14607813	1	225965727	SRP9
cg14609458	11	32851177	PRRG4
cg14610746	15	68521218	CLN6
cg14611112	9	139643351	LCN6
cg14611174	14	60975837	SIX6
cg14613546	9	16729103	BNC2
cg14613832	10	94833615	CYP26A1
cg14613972	5	81267578	ATG10
cg14614211	10	28034247	IRXL1
cg14614901	9	32783463	LOC401498
cg14615807	1	55464173	BSND
cg14616651	X	119004996	NDUFA1
cg14617642	10	71812630	H2AFY2
cg14618681	20	32273893	E2F1
cg14620221	11	124310939	OR8B8
cg14623313	17	58603785	APPBP2
cg14623518	17	79009114	BAIAP2
cg14623805	10	70481056	CCAR1
cg14625604	X	118708625	UBE2A
cg14631703	19	39110062	EIF3S12
cg14633527	3	48541379	SCOTIN
cg14633704	9	99065350	HSD17B3
cg14634319	12	57030450	BAZ2A
cg14634336	6	111804804	REV3L
cg14634738	3	50126100	RBM5
cg14636377	12	49463506	RHEBL1
cg14640481	7	97910728	BRI3
cg14640682	19	49496473	GYS1
cg14642338	11	35547903	DKFZP586H2123
cg14642832	X	135963137	RBMX
cg14643520	3	141595277	ATP1B3
cg14643978	9	75136564	TMC1
cg14645085	6	13712693	RANBP9
cg14645481	5	130501199	HINT1
cg14645650	1	25228801	RUNX3
cg14645972	6	2988997	DKFZp686I15217
cg14646244	7	107300287	SLC26A4
cg14647515	10	98741349	C10orf12
cg14651992	7	86974674	TP53AP1
cg14652095	6	26018185	HIST1H1A
cg14654385	11	63973006	URP2
cg14654731	4	122685145	FLJ30834
cg14654875	16	3493997	ZNF597
cg14654926	5	44388688	FGF10
cg14657159	12	56211136	CIP29
cg14658285	19	1905417	LOC113179
cg14658362	8	30241661	RBPMS
cg14658900	16	3450923	ZNF434
cg14659404	1	177134019	ASTN
cg14659547	3	108476126	RETNLB
cg14662172	13	46679081	CPB2
cg14662379	2	241759279	KIF1A
cg14662756	12	53901405	NPFF
cg14663065	3	41241630	CTNNB1
cg14663792	6	31802922	C6orf48
cg14665389	10	114710815	TCF7L2
cg14666892	6	33547980	BAK1
cg14667033	9	74384303	TMEM2
cg14667273	1	1369934	VWA1
cg14671453	16	31044716	STX4A
cg14671488	18	811809	YES1
cg14672622	2	27434752	C2orf28
cg14672680	11	1859838	TNNI2
cg14672994	17	48503057	FLJ20920
cg14674582	X	133792282	PLAC1
cg14676817	1	39457257	C1orf108
cg14679202	22	41600978	L3MBTL2
cg14679230	19	42931679	LIPE
cg14679587	12	56882324	GLS2
cg14681055	10	104001261	PITX3
cg14681629	5	43041808	LOC153684
cg14681767	8	1772393	ARHGEF10
cg14683036	12	110011466	MMAB
cg14685339	14	77787351	GSTZ1
cg14686321	5	158634817	FLJ31951
cg14688272	17	80673958	FN3KRP
cg14688956	X	110339862	PAK3
cg14689355	2	148602399	ACVR2A
cg14693893	14	102430593	DYNC1H1
cg14694011	15	51631024	CYP19A1
cg14694232	6	30181448	TRIM26
cg14694952	4	3076907	HD
cg14695751	2	202671292	ALS2CR7
cg14696348	16	89984517	MC1R
cg14696396	15	83776446	TM6SF1
cg14696820	1	152800168	LCE1A
cg14696870	1	159258877	FCER1A
cg14698961	2	48667887	LOC129285
cg14700577	3	47517001	SCAP
cg14700707	6	32191840	NOTCH4
cg14700821	5	64777802	ADAMTS6
cg14701410	12	51818681	SLC4A8
cg14701962	1	162348010	C1orf111
cg14702264	7	66385829	FLJ10099
cg14704941	11	19224659	CSRP3
cg14705927	10	74857018	P4HA1
cg14706178	7	133812217	FLJ32786
cg14706739	8	21916355	EPB49
cg14707431	9	100395413	C9orf97
cg14708847	X	110339313	PAK3
cg14709481	5	176325836	HK3
cg14709524	16	89940631	NULP1
cg14710524	16	30662724	MGC3121
cg14711016	16	790766	NARFL
cg14711201	5	36152436	SKP2
cg14711709	16	8891291	C16orf51
cg14712964	3	9773672	BRPF1
cg14714578	13	31774336	B3GTL
cg14717170	3	164914471	SLITRK3
cg14717946	1	205090841	RBBP5
cg14718680	1	10459268	PGD
cg14719055	X	16889683	RBBP7
cg14719352	19	49258131	FUT1
cg14721213	1	171154612	FMO2
cg14722162	5	134783186	C5orf20
cg14723014	13	20436987	ZMYM5
cg14723032	17	6460572	PITPNM3
cg14723799	14	50101089	C14orf104
cg14724265	4	76823661	PPEF2
cg14724364	11	17410554	KCNJ11
cg14724613	7	86273429	GRM3
cg14726525	8	38035001	LSM1
cg14726637	1	207669308	CR1
cg14727512	22	19118918	TSSK2
cg14727952	11	102218358	BIRC2
cg14729071	8	117886537	RAD21
cg14732136	17	66031828	KPNA2
cg14732540	1	92414722	BRDT
cg14733672	22	35777245	HMOX1
cg14736210	20	48098642	KCNB1
cg14736911	4	120057818	MYOZ2
cg14737613	19	5978790	RANBP3
cg14737977	17	48134226	ITGA3
cg14738823	12	15090958	C12orf46
cg14740251	19	52140097	SIGLEC5
cg14741666	17	34842576	ZNHIT3
cg14741922	11	62036934	SCGB2A2
cg14743462	1	228646946	HIST3H2A
cg14743649	X	100353353	FSHPRH1
cg14747072	12	57645108	STAC3
cg14747225	16	103024	POLR3K
cg14750190	17	61678092	CCDC44
cg14751914	18	46477404	SMAD7
cg14753432	11	44324833	ALX4
cg14754581	3	46448753	CCRL2
cg14755009	11	126153305	TIRAP
cg14755341	X	18444361	CDKL5
cg14755852	8	23386014	SLC25A37
cg14757296	3	50349918	HYAL1
cg14757492	19	19029194	DDX49
cg14758413	3	47843865	DHX30
cg14758526	11	104879683	CASP5
cg14759043	12	3862597	MGC4266
cg14760714	15	40861429	RPUSD2
cg14761227	7	130021088	CPA1
cg14764661	17	60704382	MRC2
cg14766198	1	100818374	CDC14A
cg14766682	X	48916658	JM11
cg14767877	10	73611073	PSAP
cg14769265	3	196014280	PCYT1A
cg14772955	1	36024404	KIAA0319L
cg14773259	1	184021034	C1orf19
cg14773282	19	19754574	GMIP
cg14774175	X	30248918	MAGEB3
cg14775560	11	49230168	FOLH1
cg14776416	9	36573072	MELK
cg14776962	6	26251899	HIST1H2BH
cg14777972	14	57735262	SEC10L1
cg14780914	20	18447767	POLR3F
cg14781919	17	3627394	GSG2
cg14782678	17	7339721	TMEM102
cg14784348	X	153229933	HCFC1
cg14784653	10	13545008	C10orf30
cg14784788	5	137667435	CDC25C
cg14785449	7	97501736	ASNS
cg14785479	22	20792535	SCARF2
cg14787704	5	65449380	SFRS12
cg14789259	2	14773457	FAM84A
cg14789590	22	32853844	BPIL2
cg14789804	12	58087958	OS9
cg14789928	22	41347758	RBX1
cg14791831	16	28565295	LOC112869
cg14792155	15	42289618	PLA2G4E
cg14792480	16	66954257	CDH16
cg14795305	7	150974453	SMARCD3
cg14795968	2	211089815	ACADL
cg14796007	7	99697978	AP4M1
cg14797438	18	9615155	PPP4R1
cg14797887	15	56757312	MNS1
cg14799446	19	47250607	STRN4
cg14800883	3	9834004	ARPC4
cg14801726	17	74068204	SRP68
cg14802310	12	49582599	TUBA3
cg14802951	9	136287409	ADAMTS13
cg14804557	14	106139591	NA
cg14807303	X	66763445	AR
cg14808739	17	17741098	SREBF1
cg14809191	6	1311825	FOXQ1
cg14812492	13	42622014	DGKH
