gene_symbol	chromosome	start_loc	stop_loc	strand
PCSK5|9|ENSG00000099139	9	485316	953568	+
PCSK6|15|ENSG00000140479	15	738946	924685	-
PCSK7|11|ENSG00000160613	11	635497	662498	-
PCSK9|1|ENSG00000169174	1	118987	144290	+
PCTK1|X|ENSG00000102225	X	726541	738301	+
PCTK2|12|ENSG00000059758	12	621457	743640	-
PCTK3|1|ENSG00000117266	1	374537	402731	+
PCTP|17|ENSG00000141179	17	121682	148074	+
PCYOX1L|5|ENSG00000145882	5	908015	919621	+
PCYOX1|2|ENSG00000116005	2	585271	606929	+
PCYT1A|3|ENSG00000161217	3	190100	239429	-
PCYT1B|X|ENSG00000102230	X	725724	840314	-
PCYT2|17|ENSG00000185813	17	323165	330367	-
PC|11|ENSG00000173599	11	863673	973523	-
PDAP1|7|ENSG00000106244	7	591724	605427	-
PDCD10|3|ENSG00000114209	3	1001	51955	-
PDCD11|10|ENSG00000148843	10	152104	201711	+
PDCD1LG2|9|ENSG00000197646	9	718643	783485	+
PDCD1|2|ENSG00000188389	2	854784	863804	-
PDCD2L|19|ENSG00000126249	19	382741	404508	+
PDCD2|6|ENSG00000071994	6	144696	151994	-
PDCD4|10|ENSG00000150593	10	665234	693401	+
PDCD5|19|ENSG00000105185	19	503853	510071	+
PDCD6IP|3|ENSG00000170248	3	802458	874095	+
PDCD6|5|ENSG00000063438	5	324736	491392	+
PDCD7|15|ENSG00000090470	15	621017	637473	-
PDCL2|4|ENSG00000163440	4	684543	710350	-
PDCL3|2|ENSG00000115539	2	279019	304448	+
PDCL|9|ENSG00000136940	9	448401	458639	-
PDC|1|ENSG00000116703	1	710042	727563	-
PDDC1|11|ENSG00000177225	11	757225	767487	-
PDE10A|6|ENSG00000112541	6	3254	338066	-
PDE11A|2|ENSG00000128655	2	1001	486088	-
PDE12|3|ENSG00000174840	3	951814	957491	+
PDE1A|2|ENSG00000115252	2	1001	381283	-
PDE1B|12|ENSG00000123360	12	225494	255113	+
PDE1C|7|ENSG00000154678	7	1001	549149	-
PDE2A|11|ENSG00000186642	11	427815	526094	-
PDE3A|12|ENSG00000172572	12	240470	552154	+
PDE3B|11|ENSG00000152270	11	1001	228014	+
PDE4A|19|ENSG00000065989	19	589882	642739	+
PDE4B|1|ENSG00000184588	1	51049	633114	+
PDE4C|19|ENSG00000105650	19	607635	647874	-
PDE4DIP|1|ENSG00000178104	1	1001	225769	-
PDE4D|5|ENSG00000113448	5	409388	1429060	-
PDE5A|4|ENSG00000138735	4	772574	907003	-
PDE6A|5|ENSG00000132915	5	410634	494762	-
PDE6B|4|ENSG00000133256	4	609373	654571	+
PDE6C|10|ENSG00000095464	10	46924	100006	+
PDE6D|2|ENSG00000156973	2	25751	74608	-
PDE6G|17|ENSG00000185527	17	95675	101819	-
PDE6H|12|ENSG00000139053	12	618412	627233	+
PDE7A|8|ENSG00000205268	8	470351	593667	-
PDE7B|6|ENSG00000171408	6	282374	626249	+
PDE8A|15|ENSG00000073417	15	211834	370539	+
PDE8B|5|ENSG00000113231	5	1001	217521	+
PDE9A|21|ENSG00000160191	21	769644	891401	+
PDGFA|7|ENSG00000197461	7	503421	526459	-
PDGFB|22|ENSG00000100311	22	5422	26693	-
PDGFC|4|ENSG00000145431	4	558147	767929	-
PDGFD|11|ENSG00000170962	11	1001	258113	-
PDGFRA|4|ENSG00000134853	4	357295	426259	+
PDGFRB|5|ENSG00000113721	5	663811	705828	-
PDGFRL|8|ENSG00000104213	8	348333	415545	+
PDHA1|X|ENSG00000131828	X	452171	468085	+
PDHA2|4|ENSG00000163114	4	83112	84498	+
PDHB|3|ENSG00000168291	3	823168	829364	-
PDHX|11|ENSG00000110435	11	58995	138392	+
PDIA2|16|ENSG00000185615	16	273119	277210	+
PDIA3|15|ENSG00000167004	15	613869	640080	+
PDIA4|7|ENSG00000155660	7	581080	606697	-
PDIA5|3|ENSG00000065485	3	404862	499903	+
PDIA6|2|ENSG00000143870	2	70077	124661	-
PDIK1L|1|ENSG00000175087	1	840346	854041	+
PDILT|16|ENSG00000169340	16	204284	249846	-
PDK1|2|ENSG00000152256	2	780899	823982	+
PDK2|17|ENSG00000005882	17	203549	219273	+
PDK3|X|ENSG00000067992	X	633074	701995	+
PDK4|7|ENSG00000004799	7	676869	689977	-
PDLIM1|10|ENSG00000107438	10	692761	746208	-
PDLIM2|8|ENSG00000120913	8	362478	381373	+
PDLIM3|4|ENSG00000154553	4	459640	493385	-
PDLIM4|5|ENSG00000131435	5	419152	434912	+
PDLIM5|4|ENSG00000163110	4	676332	892671	+
PDLIM7|5|ENSG00000196923	5	350470	364677	-
PDPK1|16|ENSG00000140992	16	541203	606422	+
PDPN|1|ENSG00000162493	1	34454	68654	+
PDPR|16|ENSG00000090857	16	138318	185994	+
PDRG1|20|ENSG00000088356	20	98319	105443	-
PDS5A|4|ENSG00000121892	4	369887	524979	-
PDS5B|13|ENSG00000083642	13	562817	754410	+
PDSS1|10|ENSG00000148459	10	764594	813723	+
PDSS2|6|ENSG00000164494	6	1001	307993	-
PDX1|13|ENSG00000139515	13	669466	674703	+
PDXDC1|16|ENSG00000179889	16	540428	704637	+
PDXDC2|16|ENSG00000196696	16	1001	90640	-
PDXK|21|ENSG00000160209	21	786116	829329	+
PDXP|22|ENSG00000221912	22	406614	414816	+
PDYN|20|ENSG00000101327	20	907403	922702	-
PDZD11|X|ENSG00000120509	X	671301	674888	-
PDZD2|5|ENSG00000133401	5	1001	313007	+
PDZD3|11|ENSG00000172367	11	758707	763408	+
PDZD4|X|ENSG00000067840	X	635528	663927	-
PDZD7|10|ENSG00000186862	10	734874	758174	-
PDZD8|10|ENSG00000165650	10	220656	312985	-
PDZK1IP1|1|ENSG00000162366	1	385592	393047	-
PDZK1P2|1|ENSG00000215859	1	453913	472150	-
PDZK1P2|1|ENSG00000215860	1	73962	92193	-
PDZK1|1|ENSG00000174827	1	892837	913648	+
PDZRN3|3|ENSG00000121440	3	700773	943195	-
PDZRN4|12|ENSG00000165966	12	1001	387125	+
PEA15|1|ENSG00000162734	1	54774	64815	+
PEAR1|1|ENSG00000187800	1	700614	723328	+
PEBP1|12|ENSG00000089220	12	226110	235627	+
PECAM1|17|ENSG00000198802	17	845799	887344	-
PECI|6|ENSG00000198721	6	493952	513860	-
PECR|2|ENSG00000115425	2	678955	722352	-
PEF1|1|ENSG00000162517	1	477084	492093	-
PEG10|7|ENSG00000217473	7	468738	482105	+
PEG3AS|19|ENSG00000198300	19	67133	133278	-
PELI1|2|ENSG00000197329	2	420010	471548	-
PELI2|14|ENSG00000139946	14	752984	935921	+
PELI3|11|ENSG00000174516	11	482012	492481	+
PELO|5|ENSG00000152684	5	121962	136637	+
PELP1|17|ENSG00000141456	17	957758	990710	-
PEMT|17|ENSG00000133027	17	91022	177139	-
PENK|8|ENSG00000181195	8	339501	344573	-
PEO1|10|ENSG00000107815	10	714600	721446	+
PEPD|19|ENSG00000124299	19	309614	444550	-
PER1|17|ENSG00000179094	17	425002	436895	-
PER2|2|ENSG00000132326	2	921018	965546	-
PER3|1|ENSG00000049246	1	1171636	1232493	+
PERLD1|17|ENSG00000161395	17	608820	625754	-
PERP|6|ENSG00000112378	6	534736	551397	-
PES1|22|ENSG00000100029	22	694456	724913	-
PET112L|4|ENSG00000059691	4	407419	497566	-
PEX10|1|ENSG00000157911	1	355335	363102	-
PEX11A|15|ENSG00000166821	15	880610	888304	-
PEX11B|1|ENSG00000131779	1	665957	673305	+
PEX11G|19|ENSG00000104883	19	631580	643724	-
PEX12|17|ENSG00000108733	17	427980	431747	-
PEX13|2|ENSG00000162928	2	76257	108288	+
PEX14|1|ENSG00000142655	1	627670	783480	+
PEX16|11|ENSG00000121680	11	230079	238464	-
PEX19|1|ENSG00000162735	1	126256	134580	-
PEX1|7|ENSG00000127980	7	289058	330563	-
PEX26|22|ENSG00000215193	22	943295	954797	+
PEX3|6|ENSG00000034693	6	390922	430119	+
PEX5L|3|ENSG00000114757	3	1001	237468	-
PEX5|12|ENSG00000139197	12	721307	742425	+
PEX6|6|ENSG00000124587	6	740079	755220	-
PEX7|6|ENSG00000112357	6	266533	357869	+
PF4V1|4|ENSG00000109272	4	132318	133503	+
PF4|4|ENSG00000163737	4	260101	260982	-
PFAS|17|ENSG00000178921	17	533830	554996	+
PFDN1|5|ENSG00000113068	5	488814	546868	-
PFDN2|1|ENSG00000143256	1	949996	967515	-
PFDN4|20|ENSG00000101132	20	319918	331907	+
PFDN5|12|ENSG00000123349	12	944403	948398	+
PFDN6|6|ENSG00000204220	6	362585	371684	+
PFKFB1|X|ENSG00000158571	X	882085	943006	-
PFKFB2|1|ENSG00000123836	1	927430	955178	+
PFKFB3|10|ENSG00000170525	10	284226	374804	+
PFKFB4|3|ENSG00000114268	3	711476	750577	-
PFKL|21|ENSG00000141959	21	435815	463144	+
PFKM|12|ENSG00000152556	12	600093	638823	+
PFKP|10|ENSG00000067057	10	99740	169762	+
PFN1|17|ENSG00000108518	17	230165	233038	-
PFN2|3|ENSG00000070087	3	153220	159267	-
PFN3|5|ENSG00000196570	5	267239	267652	-
PFN4|2|ENSG00000176732	2	511139	519807	-
PFTK1|7|ENSG00000058091	7	258597	872559	+
PGA3|11|ENSG00000180860	11	180632	189998	+
PGA4|11|ENSG00000204973	11	199468	208827	+
PGA5|11|ENSG00000172647	11	218294	228577	+
PGAM1|10|ENSG00000171314	10	122943	130110	+
PGAM2|7|ENSG00000164708	7	200974	203828	-
PGAM3P|20|ENSG00000217789	20	553367	553793	+
PGAM4|X|ENSG00000186076	X	648696	649460	-
PGAM5|12|ENSG00000176894	12	853278	861588	+
PGAP1|2|ENSG00000197121	2	194373	289164	-
PGBD1|6|ENSG00000137338	6	229632	250609	+
PGBD2|1|ENSG00000185220	1	216102	229051	+
PGBD3|10|ENSG00000222049	10	216965	240900	-
PGBD4|15|ENSG00000182405	15	792098	794415	+
PGBD5|1|ENSG00000177614	1	280826	384909	-
PGC|6|ENSG00000096088	6	389787	413246	-
PGDS|4|ENSG00000163106	4	523001	567321	-
PGDS|9|ENSG00000107317	9	38069	42306	+
PGD|1|ENSG00000142657	1	551748	572868	+
PGF|14|ENSG00000119630	14	444652	458579	-
PGGT1B|5|ENSG00000164219	5	236145	287118	-
PGK1|X|ENSG00000102144	X	784094	806647	+
PGK2|6|ENSG00000170950	6	4850	6103	-
PGLS|19|ENSG00000130313	19	866466	876129	+
PGLYRP1|19|ENSG00000008438	19	224447	228336	-
PGLYRP2|19|ENSG00000161031	19	779590	790794	-
PGLYRP3|1|ENSG00000159527	1	100311	113167	-
PGLYRP4|1|ENSG00000163218	1	132569	151289	-
PGM1|1|ENSG00000079739	1	851799	918764	+
PGM2L1|11|ENSG00000165434	11	318594	386735	-
PGM2|4|ENSG00000169299	4	373745	409961	+
PGM3|6|ENSG00000013375	6	277514	301855	-
PGM5P2|9|ENSG00000204794	9	655011	723675	-
PGM5|9|ENSG00000154330	9	689606	863768	+
PGPEP1|19|ENSG00000130517	19	740261	954725	+
PGP|16|ENSG00000184207	16	214836	218055	-
PGRMC1|X|ENSG00000101856	X	741380	749557	+
PGRMC2|4|ENSG00000164040	4	637278	656865	-
PGR|11|ENSG00000082175	11	680631	772783	-
PGS1|17|ENSG00000087157	17	330742	376642	+
PHACTR1|6|ENSG00000112137	6	226378	797183	+
PHACTR2|6|ENSG00000112419	6	548295	771299	+
PHACTR3|20|ENSG00000087495	20	647968	920907	+
PHACTR4|1|ENSG00000204138	1	170305	301093	+
PHAX|5|ENSG00000164902	5	762398	786845	+
PHB2|12|ENSG00000215021	12	432192	437235	-
PHB|17|ENSG00000167085	17	512273	523095	-
PHC1B|12|ENSG00000179899	12	85592	90817	-
PHC1|12|ENSG00000111752	12	459726	486468	+
PHC2|1|ENSG00000134686	1	243511	295481	-
PHC3|3|ENSG00000173889	3	404672	498841	-
PHEX|X|ENSG00000102174	X	141041	356596	+
PHF10|6|ENSG00000130024	6	262250	282347	-
PHF11|13|ENSG00000136147	13	520769	554070	+
PHF12|17|ENSG00000109118	17	37126	83343	-
PHF13|1|ENSG00000116273	1	1001	11312	+
PHF14|7|ENSG00000106443	7	691938	887681	+
PHF15|5|ENSG00000043143	5	687112	744683	+
PHF16|X|ENSG00000102221	X	420645	569550	+
PHF17|4|ENSG00000077684	4	177660	243260	+
PHF19|9|ENSG00000119403	9	467785	489460	-
PHF1|6|ENSG00000112511	6	484300	489722	+
PHF20L1|8|ENSG00000129292	8	1001	74449	+
PHF20|20|ENSG00000025293	20	69392	247757	+
PHF21A|11|ENSG00000135365	11	249729	441843	-
PHF21B|22|ENSG00000056487	22	1001	129768	-
PHF23|17|ENSG00000040633	17	519542	524017	-
PHF2|9|ENSG00000197724	9	630177	733137	+
PHF3|6|ENSG00000118482	6	117139	196775	+
PHF5A|22|ENSG00000100410	22	415902	424888	-
PHF6|X|ENSG00000156531	X	102026	157503	+
PHF7|3|ENSG00000010318	3	740249	753378	+
PHF8|X|ENSG00000172943	X	885604	994177	-
PHGDHL1|13|ENSG00000134882	13	110936	296589	+
PHGDH|1|ENSG00000092621	1	345440	377766	+
PHIP|6|ENSG00000146247	6	645663	783363	-
PHKA1|X|ENSG00000067177	X	250299	385802	-
PHKA2|X|ENSG00000044446	X	1001	92296	-
PHKBP1|20|ENSG00000218871	20	28673	30623	-
PHKB|16|ENSG00000102893	16	306925	545843	+
PHKG1|7|ENSG00000164776	7	491213	503863	-
PHKG2|16|ENSG00000156873	16	673400	682345	+
PHLDA1|12|ENSG00000139289	12	986332	992661	-
PHLDA2|11|ENSG00000181649	11	29553	30700	-
PHLDA3|1|ENSG00000174307	1	956849	960592	-
PHLDB1|11|ENSG00000019144	11	179725	231253	+
PHLDB3|19|ENSG00000176531	19	639119	668940	-
PHLPPL|16|ENSG00000040199	16	834512	908413	-
PHLPP|18|ENSG00000081913	18	672458	937207	+
PHOSPHO1|17|ENSG00000173868	17	331585	338981	-
PHOSPHO2|2|ENSG00000144362	2	824574	831815	+
PHOX2A|11|ENSG00000165462	11	90753	95833	-
PHOX2B|4|ENSG00000109132	4	384299	389186	-
PHPT1|9|ENSG00000054148	9	902265	904576	+
PHRF1|11|ENSG00000070047	11	566486	602220	+
PHTF1|1|ENSG00000116793	1	302380	369624	-
PHTF2|7|ENSG00000006576	7	6077	164496	+
PHYHD1|9|ENSG00000175287	9	755831	776977	+
PHYHIPL|10|ENSG00000165443	10	664444	735631	+
PHYHIP|8|ENSG00000168490	8	3052	15686	-
PHYH|10|ENSG00000107537	10	929069	953681	-
PI15|8|ENSG00000137558	8	879144	909636	+
PI16|6|ENSG00000164530	6	214655	225057	+
PI1KAP2|22|ENSG00000183506	22	162387	206880	-
PI3|20|ENSG00000124102	20	983889	985575	+
PI4K2A|10|ENSG00000043822	10	337359	373103	+
PI4K2B|4|ENSG00000038210	4	426840	471900	+
PI4KAP1|22|ENSG00000215513	22	766266	785154	-
PI4KA|22|ENSG00000133511	22	394709	545798	-
PI4KB|1|ENSG00000143393	1	94386	130164	-
PIAS1|15|ENSG00000033800	15	853558	987392	+
PIAS2|18|ENSG00000078043	18	639073	744479	-
PIAS3|1|ENSG00000131788	1	725562	736120	+
PIAS4|19|ENSG00000105229	19	11112	42747	+
PIB5PA|22|ENSG00000185133	22	429899	441621	+
PIBF1|13|ENSG00000083535	13	481494	715856	+
PICALM|11|ENSG00000073921	11	320170	431578	-
PICK1|22|ENSG00000100151	22	805139	823584	+
PID1|2|ENSG00000153823	2	96645	344010	-
PIG-Y|4|ENSG00000145337	4	64868	67688	-
PIGA|X|ENSG00000165195	X	182920	198998	-
PIGB|15|ENSG00000069943	15	496199	532911	+
PIGC|1|ENSG00000135845	1	600960	603593	-
PIGF|2|ENSG00000151665	2	306812	342649	-
PIGG|4|ENSG00000174227	4	483010	523317	+
PIGH|14|ENSG00000100564	14	143223	154217	-
PIGK|1|ENSG00000142892	1	222541	353007	-
PIGL|17|ENSG00000108474	17	782172	891224	+
PIGM|1|ENSG00000143315	1	854328	861366	-
PIGN|18|ENSG00000197563	18	1001	143830	-
PIGO|9|ENSG00000165282	9	272504	280398	-
PIGP|21|ENSG00000185808	21	31826	39632	-
PIGQ|16|ENSG00000007541	16	557012	574109	+
PIGR|1|ENSG00000162896	1	802682	820617	-
PIGS|17|ENSG00000087111	17	685241	703373	-
PIGT|20|ENSG00000124155	20	225115	235275	+
PIGV|1|ENSG00000060642	1	554794	565192	+
PIGW|17|ENSG00000184886	17	467568	471315	+
PIGX|3|ENSG00000163964	3	664091	687700	+
PIGZ|3|ENSG00000119227	3	898060	920549	-
PIH1D1|19|ENSG00000104872	19	654148	659659	-
PIH1D2|11|ENSG00000150773	11	491760	498130	-
PIK3AP1|10|ENSG00000155629	10	289989	417195	-
PIK3C2A|11|ENSG00000011405	11	443793	527018	-
PIK3C2B|1|ENSG00000133056	1	292580	360284	-
PIK3C2G|12|ENSG00000139144	12	1001	387877	+
PIK3C3|18|ENSG00000078142	18	712370	838615	+
PIK3CA|3|ENSG00000121879	3	342183	428367	+
PIK3CB|3|ENSG00000051382	3	319233	423187	-
PIK3CD|1|ENSG00000171608	1	797219	874601	+
PIK3CG|7|ENSG00000105851	7	750101	791742	+
PIK3IP1|22|ENSG00000100100	22	588537	599412	-
PIK3R1|5|ENSG00000145675	5	637951	713136	+
PIK3R2|19|ENSG00000105647	19	552880	570207	+
PIK3R3|1|ENSG00000117461	1	237528	330182	-
PIK3R4|3|ENSG00000196455	3	119602	187519	-
PIK3R5|17|ENSG00000141506	17	164606	197027	-
PIK3R6|17|ENSG00000174083	17	87248	152191	-
PILRA|7|ENSG00000085514	7	570203	596849	+
PILRB|7|ENSG00000121716	7	532872	564587	+
PIM1|6|ENSG00000137193	6	430432	435648	+
PIM2|X|ENSG00000102096	X	419372	425193	-
PIM3|22|ENSG00000198355	22	203973	207529	+
PIN1|19|ENSG00000127445	19	8432	22791	+
PIN4|X|ENSG00000102309	X	816413	833081	+
PINK1|1|ENSG00000158828	1	108467	126522	+
PION|7|ENSG00000186088	7	396597	502243	-
PIP4K2C|12|ENSG00000166908	12	338527	350652	+
PIP5K1A|1|ENSG00000143398	1	1001	51978	+
PIP5K1B|9|ENSG00000107242	9	38407	341882	+
PIP5K1C|19|ENSG00000186111	19	633546	703809	-
PIP5K2A|10|ENSG00000150867	10	779289	959026	-
PIP5K2B|17|ENSG00000141720	17	677522	711736	-
PIP5K3|2|ENSG00000115020	2	655151	747635	+
PIP5KL1|9|ENSG00000167103	9	678773	688781	-
PIPOX|17|ENSG00000179761	17	174753	189071	+
PIPSL|10|ENSG00000180764	10	392527	395876	-
PIP|7|ENSG00000159763	7	224900	232572	+
PIR|X|ENSG00000087842	X	248264	356802	-
PISD|22|ENSG00000100141	22	925415	969356	-
PITPNA|17|ENSG00000174238	17	521931	566729	-
PITPNB|22|ENSG00000180957	22	683219	750816	-
PITPNC1|17|ENSG00000154217	17	76171	391892	+
PITPNM1|11|ENSG00000110697	11	506916	520512	-
PITPNM2|12|ENSG00000090975	12	230779	357727	-
PITPNM3|17|ENSG00000091622	17	739815	841069	-
PITRM1|10|ENSG00000107959	10	169922	205003	-
PITX1|5|ENSG00000069011	5	190037	195678	-
PITX2|4|ENSG00000164093	4	249348	273928	-
PITX3|10|ENSG00000107859	10	957234	968519	-
PIWIL1|12|ENSG00000125207	12	433731	467989	+
PIWIL2|8|ENSG00000197181	8	58662	139419	+
PIWIL3|22|ENSG00000184571	22	451278	506960	-
PIWIL4|11|ENSG00000134627	11	243571	297643	+
PJA1|X|ENSG00000181191	X	245436	250103	-
PJA2|5|ENSG00000198961	5	1001	76286	-
PK4P|2|ENSG00000144283	2	759384	983846	+
PKD1L1|7|ENSG00000158683	7	1001	174748	-
PKD1L2|16|ENSG00000166473	16	1001	120493	-
PKD1L3|16|ENSG00000187008	16	201539	271975	-
PKD1|16|ENSG00000008710	16	91944	139132	-
PKD2L1|10|ENSG00000107593	10	15191	57531	-
PKD2L2|5|ENSG00000078795	5	55761	106792	+
PKD2|4|ENSG00000118762	4	535321	605429	+
PKDREJ|22|ENSG00000130943	22	375519	383211	-
PKHD1L1|8|ENSG00000205038	8	161734	330528	+
PKHD1|6|ENSG00000170927	6	1001	473279	-
PKIA|8|ENSG00000171033	8	570708	657857	+
PKIB|6|ENSG00000135549	6	513065	767521	+
PKIG|20|ENSG00000168734	20	340827	433279	+
PKLR|1|ENSG00000143627	1	95663	107252	-
PKM2|15|ENSG00000067225	15	374002	406316	-
PKMYT1|16|ENSG00000127564	16	976025	983738	-
PKN1|19|ENSG00000123143	19	735150	773662	+
PKN2|1|ENSG00000065243	1	386861	538894	+
PKN3|9|ENSG00000160447	9	537459	555855	+
PKNOX1|21|ENSG00000160199	21	90425	149470	+
PKNOX2|11|ENSG00000165495	11	1001	269727	+
PKP1|1|ENSG00000081277	1	774807	824342	+
PKP2|12|ENSG00000057294	12	886563	992663	-
PKP3|11|ENSG00000184363	11	384217	394907	+
PLA1A|3|ENSG00000144837	3	788572	820489	+
PLA2G10|16|ENSG00000069764	16	237849	259968	-
PLA2G12A|4|ENSG00000123739	4	345457	361977	-
PLA2G12B|10|ENSG00000138308	10	568848	588439	-
PLA2G16|11|ENSG00000176485	11	551897	591489	-
PLA2G1B|12|ENSG00000170890	12	412155	417832	-
PLA2G2A|1|ENSG00000188257	1	449622	454602	-
PLA2G2C|1|ENSG00000187980	1	638177	649380	-
PLA2G2D|1|ENSG00000117215	1	586171	593701	-
PLA2G2E|1|ENSG00000188784	1	394493	397803	-
PLA2G2F|1|ENSG00000158786	1	613512	624572	+
PLA2G3|22|ENSG00000100078	22	441733	447531	-
PLA2G4A|1|ENSG00000116711	1	95350	255421	+
PLA2G4C|19|ENSG00000105499	19	254382	317331	-
PLA2G4D|15|ENSG00000159337	15	885949	912820	-
PLA2G4E|15|ENSG00000188089	15	799848	869456	-
PLA2G4F|15|ENSG00000168907	15	959467	974878	-
PLA2G5|1|ENSG00000127472	1	502365	566084	+
PLA2G6|22|ENSG00000184381	22	859380	929713	-
PLA2G7|6|ENSG00000146070	6	876622	907623	-
PLA2R1|2|ENSG00000153246	2	230013	351122	-
PLAA|9|ENSG00000137055	9	852377	895122	-
PLAC1L|11|ENSG00000149507	11	17396	25162	+
PLAC1|X|ENSG00000170965	X	294557	387197	-
PLAC8L1|5|ENSG00000173261	5	328064	348134	-
PLAC8|4|ENSG00000145287	4	166073	190769	-
PLAC9|10|ENSG00000189129	10	812325	826774	+
PLAG1|8|ENSG00000181690	8	59467	109822	-
PLAGL1|6|ENSG00000118495	6	880415	948519	-
PLAGL2|20|ENSG00000126003	20	345867	361106	-
PLAT|8|ENSG00000104368	8	646469	679427	-
PLAUR|19|ENSG00000011422	19	810124	834355	-
PLAU|10|ENSG00000122861	10	544793	551157	+
PLB1|2|ENSG00000163803	2	156214	303846	+
PLBD1|12|ENSG00000121316	12	149031	213225	-
PLBD2|12|ENSG00000151176	12	332885	363708	+
PLCB1|20|ENSG00000182621	20	63498	815749	+
PLCB2|15|ENSG00000137841	15	63861	83935	-
PLCB3|11|ENSG00000149782	11	266718	283070	+
PLCB4|20|ENSG00000101333	20	1001	413557	+
PLCD1|3|ENSG00000187091	3	20440	42605	-
PLCD3|17|ENSG00000161714	17	101451	122333	-
PLCD4|2|ENSG00000115556	2	351033	380307	+
PLCE1|10|ENSG00000138193	10	428325	762728	+
PLCG1|20|ENSG00000124181	20	503275	542036	+
PLCG2|16|ENSG00000197943	16	679424	858415	+
PLCH1|3|ENSG00000114805	3	563899	864358	-
PLCH2|1|ENSG00000149527	1	426846	456061	+
PLCL1|2|ENSG00000115896	2	513952	578521	+
PLCL2|3|ENSG00000154822	3	711297	916931	+
PLCXD1|X|ENSG00000182378	X	132989	160023	+
PLCXD1|Y|ENSG00000182378	Y	132989	160023	+
PLCXD2|3|ENSG00000144824	3	381883	683495	+
PLCXD3|5|ENSG00000182836	5	165713	369395	-
PLCZ1|12|ENSG00000139151	12	422643	477518	-
PLD1|3|ENSG00000075651	3	1001	210616	-
PLD2|17|ENSG00000129219	17	97846	114162	+
PLD3|19|ENSG00000105223	19	501622	531427	+
PLD4|14|ENSG00000166428	14	846094	854480	+
PLD5|1|ENSG00000180287	1	437110	873419	-
PLD6|17|ENSG00000179598	17	786456	791777	-
PLDN|15|ENSG00000104164	15	717453	739944	+
PLEC1|8|ENSG00000178209	8	519931	580153	-
PLEK2|14|ENSG00000100558	14	880578	905704	-
PLEKHA1|10|ENSG00000107679	10	386512	444159	+
PLEKHA2|8|ENSG00000169499	8	144903	217578	+
PLEKHA3|2|ENSG00000116095	2	858221	882802	+
PLEKHA4|19|ENSG00000105559	19	44947	76450	-
PLEKHA5|12|ENSG00000052126	12	1001	247604	+
PLEKHA6|1|ENSG00000143850	1	88792	229854	-
PLEKHA7|11|ENSG00000166689	11	144879	371623	-
PLEKHA8|7|ENSG00000106086	7	33795	135850	+
PLEKHA9|12|ENSG00000134297	12	665783	708725	-
PLEKHB1|11|ENSG00000021300	11	486573	514491	+
PLEKHB2|2|ENSG00000115762	2	268393	517255	+
PLEKHC1|14|ENSG00000073712	14	427678	521402	-
PLEKHF1|19|ENSG00000166289	19	587712	598113	+
PLEKHF2|8|ENSG00000175895	8	414882	437761	+
PLEKHG1|6|ENSG00000120278	6	1001	244801	+
PLEKHG2|19|ENSG00000090924	19	545756	558687	+
PLEKHG3|14|ENSG00000126822	14	852511	892375	+
PLEKHG4B|5|ENSG00000153404	5	193373	243087	+
PLEKHG4|16|ENSG00000196155	16	814797	826766	+
PLEKHG5|1|ENSG00000171680	1	834775	888744	-
PLEKHG6|12|ENSG00000008323	12	748783	766830	+
PLEKHG7|12|ENSG00000187510	12	50378	85935	+
PLEKHH1|14|ENSG00000054690	14	87208	143455	+
PLEKHH2|2|ENSG00000152527	2	841075	971761	+
PLEKHH3|17|ENSG00000068137	17	607681	616713	-
PLEKHJ1|19|ENSG00000104886	19	207858	211022	-
PLEKHK1|10|ENSG00000182010	10	670891	756563	-
PLEKHM1P|17|ENSG00000159266	17	302474	360354	-
PLEKHM1|17|ENSG00000141342	17	425966	480809	-
PLEKHM2|1|ENSG00000116786	1	158520	208955	+
PLEKHM3|2|ENSG00000178385	2	217203	414382	-
PLEKHN1|1|ENSG00000187583	1	891740	900339	+
PLEKHO1|1|ENSG00000023902	1	918714	929166	+
PLEKHQ1|15|ENSG00000169094	15	345432	371498	+
PLEK|2|ENSG00000115956	2	692337	724599	+
PLGLA1|2|ENSG00000169659	2	117857	127462	+
PLGLB1|2|ENSG00000183281	2	500130	519423	-
PLGLB2|2|ENSG00000125551	2	293720	305109	+
PLG|6|ENSG00000122194	6	171756	222824	+
PLIN|15|ENSG00000166819	15	861899	876887	-
PLK1|16|ENSG00000166851	16	746769	758256	+
PLK2|5|ENSG00000145632	5	894330	900429	-
PLK3|1|ENSG00000173846	1	854426	860056	+
PLK4|4|ENSG00000142731	4	248926	267231	+
PLK5P|19|ENSG00000185988	19	498776	510158	+
PLLP|16|ENSG00000102934	16	657187	685748	-
PLN|6|ENSG00000198523	6	641583	653694	+
PLOD1|1|ENSG00000083444	1	168948	209797	+
PLOD2|3|ENSG00000152952	3	134016	226066	-
PLOD3|7|ENSG00000106397	7	398857	410609	-
PLP1|X|ENSG00000123560	X	103267	119058	+
PLP2|X|ENSG00000102007	X	679182	682344	+
PLRG1|4|ENSG00000171566	4	333046	346906	-
PLS1|3|ENSG00000120756	3	689128	779285	+
PLS3|X|ENSG00000102024	X	1001	90694	+
PLSCR1|3|ENSG00000188313	3	579752	609280	-
PLSCR2|3|ENSG00000163746	3	497866	560506	-
PLSCR3|17|ENSG00000187838	17	674247	679040	-
PLSCR4|3|ENSG00000114698	3	256976	315750	-
